DataObito,TipificacaoJuridico,Municipio,Bairro,Rua/Logradouro,RISP,IdadeEnvolvido,Genero,CorEnvolvido,Latitude,Longitude
7/25/2022,Homicídio Doloso,LINHARES,RIO QUARTEL,RUA NÃO CADASTRADA,RISP 02,19,1 - Masculino,PARDA,,
7/25/2022,Homicídio Doloso,SOORETAMA,CENTRO ,RUA BOA ESPERANCA,RISP 02,42,2 - Feminino,PARDA,,
7/26/2022,Homicídio Doloso,BARRA DE SAO FRANCISCO,CAMPO NOVO,RUA FILOMENA ROSA DOS ANJOS,RISP 04,41,1 - Masculino,PARDA,,
7/26/2022,Homicídio Doloso,CARIACICA,PORTO DE SANTANA,RUA NÃO CADASTRADA,RISP 01,,1 - Masculino,Não Informado,,
7/26/2022,Homicídio Doloso,MUNIZ FREIRE,ZONA RURAL,RUA NÃO CADASTRADA,RISP 05,65,1 - Masculino,BRANCA,,
7/27/2022,Homicídio Doloso,SERRA,RESIDENCIAL JACARAÍPE,RUA HERMES FONSECA,RISP 01,21,1 - Masculino,PARDA,,
7/27/2022,Homicídio Doloso,SERRA,CENTRO DA SERRA,RUA OSVALDO PEREIRA,RISP 01,23,1 - Masculino,NEGRA,,
7/27/2022,Homicídio Doloso,CARIACICA,CAMPO VERDE,RUA ALMIR LARANJA,RISP 01,46,1 - Masculino,PARDA,,
7/28/2022,Homicídio Doloso,CARIACICA,SAO BENEDITO,RUA SAO JORGE,RISP 01,76,1 - Masculino,PARDA,,
7/28/2022,Homicídio Doloso,CARIACICA,FLEXAL I ,RUA AYMORES,RISP 01,25,2 - Feminino,PARDA,,
7/28/2022,Homicídio Doloso,SERRA,PALMEIRAS,RUA 16,RISP 01,15,1 - Masculino,PARDA,,
7/28/2022,Homicídio Doloso,CONCEICAO DA BARRA,COBRAICE,RUA MILTON CAMPOS,RISP 02,19,1 - Masculino,BRANCA,,
7/29/2022,Homicídio Doloso,MARECHAL FLORIANO,CENTRO,RUA DELIMAR SCHUNK,RISP 05,55,1 - Masculino,PARDA,,
7/29/2022,Homicídio Doloso,SAO MATEUS,GURIRI,RUA 21 SUL,RISP 02,21,1 - Masculino,PARDA,,
7/30/2022,Homicídio Doloso,LINHARES,CANIVETE,RUA NÃO CADASTRADA,RISP 02,,9 - Desconhecido,Não Informado,,
7/31/2022,Homicídio Doloso,CONCEICAO DO CASTELO,ZONA RURAL ,RUA NÃO CADASTRADA,RISP 05,29,1 - Masculino,PARDA,,
7/31/2022,Homicídio Doloso,CARIACICA,NOVA ESPERANCA,AV UNIAO,RISP 01,22,1 - Masculino,PARDA,,
7/31/2022,Homicídio Doloso,CARIACICA,NOVA ESPERANCA,AV UNIAO,RISP 01,16,1 - Masculino,PARDA,,
7/31/2022,Homicídio Doloso,GUARAPARI,SANTA MARGARIDA,RUA BOA VISTA,RISP 01,34,1 - Masculino,PARDA,,
7/31/2022,Homicídio Doloso,SERRA,SERRA DOURADA II,RUA SOFIA BARCELOS,RISP 01,18,1 - Masculino,BRANCA,,
8/1/2022,Homicídio Doloso,PEDRO CANARIO,VISTA ALEGRE,RUA NÃO CADASTRADA,RISP 02,48,1 - Masculino,Não Informado,,
8/1/2022,Homicídio Doloso,VITORIA,JUCUTUQUARA,ESC JOSE CAETANO DA SILVA,RISP 01,26,2 - Feminino,PARDA,,
8/1/2022,Homicídio Doloso,SAO MATEUS,CENTRO,RUA DOUTOR ARLINDO SODRE,RISP 02,,1 - Masculino,Não Informado,,
8/2/2022,Homicídio Doloso,VITORIA,JOANA D'ARC,RUA PAULO DELAZARE,RISP 01,20,1 - Masculino,PARDA,,
8/2/2022,Homicídio Doloso,VILA VELHA,PONTAL DAS GARCAS,ESTRADA DO DIQUE 4,RISP 01,,9 - Desconhecido,PARDA,,
8/2/2022,Homicídio Doloso,ANCHIETA,PRAIA DE PARATI,ROD ES 060,RISP 03,28,1 - Masculino,PARDA,,
8/3/2022,Homicídio Doloso,SERRA,SAO DIOGO I ,RUA COELHO NETO,RISP 01,19,2 - Feminino,PARDA,,
8/4/2022,Homicídio Doloso,VITORIA,MARIA ORTIZ ,AV PROFESSOR FERNANDO DUARTE RABELO,RISP 01,27,1 - Masculino,PARDA,,
8/4/2022,Homicídio Doloso,SERRA,FEU ROSA,RUA FLOR DE PESSEGUEIROS,RISP 01,24,1 - Masculino,NEGRA,,
8/5/2022,Homicídio Doloso,VILA VELHA,ARIBIRI,RUA VASCO ALVES OLIVEIRA,RISP 01,36,1 - Masculino,NEGRA,,
8/5/2022,Homicídio Doloso,AGUA DOCE DO NORTE,BOM JESUS,RUA JOAQUIM SEVERINO DE SOUZA,RISP 04,49,1 - Masculino,PARDA,,
8/5/2022,Homicídio Doloso,LINHARES,INTERLAGOS,AV QUINTINO BOCAIUVA,RISP 02,14,2 - Feminino,PARDA,,
8/6/2022,Homicídio Doloso,VITORIA,JUCUTUQUARA,ESC JOSE CAETANO DA SILVA,RISP 01,22,1 - Masculino,BRANCA,,
8/6/2022,Homicídio Doloso,VITORIA,NOVA PALESTINA,RUA CAJU,RISP 01,44,1 - Masculino,BRANCA,,
8/6/2022,Homicídio Doloso,CARIACICA,PIRANEMA,RUA VICENTE SANTONIO FANTINI,RISP 01,31,1 - Masculino,BRANCA,,
8/7/2022,Homicídio Doloso,PEDRO CANARIO,VISTA ALEGRE,RUA NÃO CADASTRADA,RISP 02,25,1 - Masculino,PARDA,,
8/9/2022,Homicídio Doloso,IBATIBA,CENTRO,RUA MANOEL LUIZ TRINDADE,RISP 05,24,1 - Masculino,Não Informado,,
8/9/2022,Homicídio Doloso,CARIACICA,CRUZEIRO DO SUL,RUA NÃO CADASTRADA,RISP 01,38,1 - Masculino,NEGRA,,
8/9/2022,Homicídio Doloso,RIO NOVO DO SUL,NOSSA SENHORA DA PENHA,RUA JOSE NUNES DE ANDRADE,RISP 03,28,1 - Masculino,BRANCA,,
8/9/2022,Homicídio Doloso,CARIACICA,GRAUNA,RUA AGUIA,RISP 01,19,1 - Masculino,BRANCA,,
8/9/2022,Homicídio Doloso,VILA VELHA,PRIMEIRO DE MAIO,RUA SEBASTIAO INACIO DA SILVA,RISP 01,18,1 - Masculino,PARDA,,
8/10/2022,Homicídio Doloso,BARRA DE SAO FRANCISCO,VILA LUCIENE,RUA NÃO CADASTRADA,RISP 04,30,1 - Masculino,PARDA,,
8/10/2022,Homicídio Doloso,VITORIA,SANTA CLARA,RUA SANTA CLARA,RISP 01,26,1 - Masculino,PARDA,,
8/10/2022,Homicídio Doloso,VITORIA,SAO PEDRO,ROD SERAFIM DERENZY,RISP 01,68,2 - Feminino,BRANCA,,
8/10/2022,Homicídio Doloso,SERRA,PALMEIRAS,AV METROPOLITANO,RISP 01,23,1 - Masculino,PARDA,,
8/10/2022,Homicídio Doloso,GUARAPARI,SANTA ROSA ,RUA NÃO CADASTRADA,RISP 01,16,1 - Masculino,PARDA,,
8/11/2022,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,UNIAO ,RUA HELENA PAES MARCONDES,RISP 03,20,1 - Masculino,PARDA,,
8/11/2022,Homicídio Doloso,LINHARES,BEBEDOURO,RUA NÃO CADASTRADA,RISP 02,40,1 - Masculino,NEGRA,,
8/11/2022,Homicídio Doloso,SERRA,SERRA DOURADA II,AV GOIANIA,RISP 01,20,1 - Masculino,BRANCA,,
8/11/2022,Homicídio Doloso,SERRA,SANTO ANTONIO,RUA DOS ESTUDANTES,RISP 01,18,1 - Masculino,PARDA,,
8/12/2022,Homicídio Doloso,SERRA,FEU ROSA,RUA DAS ROSAS,RISP 01,24,1 - Masculino,BRANCA,,
8/12/2022,Homicídio Doloso,VILA VELHA,ILHA DA CONCEICAO,RUA LIBERALINO LIMA,RISP 01,29,1 - Masculino,NEGRA,,
8/12/2022,Homicídio Doloso,CARIACICA,PORTO DE CARIACICA,RUA ANEMONAS,RISP 01,55,1 - Masculino,PARDA,,
8/13/2022,Homicídio Doloso,BAIXO GUANDU,SAPUCAIA,RUA DOMINGOS MARTINS,RISP 04,39,1 - Masculino,BRANCA,,
8/13/2022,Homicídio Doloso,VILA VELHA,ILHA DAS FLORES,RUA PASQUALE PONZO,RISP 01,41,1 - Masculino,PARDA,,
8/13/2022,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,AEROPORTO,PONTE ROD LUCIO MEIRA,RISP 03,29,1 - Masculino,NEGRA,,
8/13/2022,Homicídio Doloso,IBATIBA,CENTRO,AV MARIO ANDREAZZA,RISP 05,61,1 - Masculino,BRANCA,,
8/13/2022,Homicídio Doloso,LINHARES,NOVA ESPERANCA,AV LAGOA DO TESTA,RISP 02,,1 - Masculino,PARDA,,
8/14/2022,Homicídio Doloso,BARRA DE SAO FRANCISCO,PAULISTA,ROD ES 220,RISP 04,18,1 - Masculino,Não Informado,,
8/14/2022,Homicídio Doloso,BAIXO GUANDU,CENTRO,RUA MILAGRE JR,RISP 04,,1 - Masculino,PARDA,,
8/14/2022,Homicídio Doloso,VILA VELHA,JABURUNA,RUA NÃO CADASTRADA,RISP 01,56,1 - Masculino,PARDA,,
8/14/2022,Homicídio Doloso,ECOPORANGA,VILA NOVA,RUA CURITIBA,RISP 04,32,1 - Masculino,BRANCA,,
8/15/2022,Homicídio Doloso,ITAGUACU,BARRO PRETO,RUA ERIVAN RODRIGUES DA SILVA,RISP 05,16,2 - Feminino,PARDA,,
8/15/2022,Homicídio Doloso,SERRA,VILA NOVA DE COLARES ,RUA ALFREDO GALENO,RISP 01,17,1 - Masculino,PARDA,,
8/15/2022,Homicídio Doloso,SAO MATEUS,SANTA MARIA,ROD ES 381,RISP 02,58,1 - Masculino,BRANCA,,
8/15/2022,Homicídio Doloso,CARIACICA,ITANGUA,RUA PIAUI,RISP 01,22,1 - Masculino,BRANCA,,
8/15/2022,Homicídio Doloso,SAO MATEUS,GURIRI,RUA 16,RISP 02,28,1 - Masculino,NEGRA,,
8/16/2022,Homicídio Doloso,SAO MATEUS,LIBERDADE,ESTRADA DO NATIVO,RISP 02,23,1 - Masculino,PARDA,,
8/16/2022,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,ZUMBI,RUA EDITH SANTANA MACHADO,RISP 03,22,1 - Masculino,PARDA,,
8/16/2022,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,PARQUE DAS LARANJEIRAS,RUA JOEL ROGERIO VANDERLEI,RISP 03,31,1 - Masculino,NEGRA,,
8/17/2022,Homicídio Doloso,BARRA DE SAO FRANCISCO,CENTRO,RUA ASTROGILDO ROMAO DOS ANJOS,RISP 04,27,1 - Masculino,Não Informado,,
8/17/2022,Homicídio Doloso,VILA VELHA,DOM JOAO BATISTA,RUA PATRIA AMADA,RISP 01,33,1 - Masculino,PARDA,,
8/17/2022,Homicídio Doloso,FUNDAO,ZONA RURAL,ROD ES 261,RISP 02,19,1 - Masculino,PARDA,,
8/17/2022,Homicídio Doloso,CONCEICAO DO CASTELO,ZONA RURAL,RUA NÃO CADASTRADA,RISP 05,,1 - Masculino,BRANCA,,
8/19/2022,Homicídio Doloso,CARIACICA,FLOR DE PIRANEMA,RUA NÃO CADASTRADA,RISP 01,20,1 - Masculino,PARDA,,
8/19/2022,Homicídio Doloso,MARATAIZES,ACAPULCO,AV ESPINHA DE PEIXE,RISP 03,65,1 - Masculino,BRANCA,,
8/19/2022,Homicídio Doloso,LINHARES,ZONA RURAL,RUA NÃO CADASTRADA,RISP 02,21,1 - Masculino,BRANCA,,
8/19/2022,Homicídio Doloso,VITORIA,SANTO ANTONIO,AV SANTO ANTONIO,RISP 01,32,1 - Masculino,PARDA,,
8/19/2022,Homicídio Doloso,MARECHAL FLORIANO,SANTA RITA,RUA TEOBALDO RUPF,RISP 05,29,1 - Masculino,PARDA,,
8/19/2022,Homicídio Doloso,SOORETAMA,CENTRO,RUA 3 DE MAIO,RISP 02,28,1 - Masculino,PARDA,,
8/20/2022,Homicídio Doloso,VITORIA,SANTO ANTONIO,AV SANTO ANTONIO,RISP 01,38,1 - Masculino,PARDA,,
8/20/2022,Homicídio Doloso,CARIACICA,GRAUNA,RUA LAURINDO PEREIRA DO NASCIMENTO,RISP 01,18,1 - Masculino,PARDA,,
8/20/2022,Homicídio Doloso,VILA VELHA,ILHA DOS AYRES,AV GONÇALVES LEDO,RISP 01,48,1 - Masculino,PARDA,,
8/20/2022,Homicídio Doloso,SERRA,PLANALTO SERRANO,AV GUARANI,RISP 01,22,1 - Masculino,PARDA,,
8/20/2022,Homicídio Doloso,SERRA,PLANALTO SERRANO,AV GUARANI,RISP 01,23,1 - Masculino,PARDA,,
8/20/2022,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,NOVO PARQUE,RUA BATALHA RIBEIRO,RISP 03,29,1 - Masculino,BRANCA,,
8/21/2022,Homicídio Doloso,SERRA,COLINA DA SERRA,RUA BOA CONVIVENCIA,RISP 01,20,1 - Masculino,PARDA,,
8/21/2022,Homicídio Doloso,VITORIA,ANDORINHAS,AV LEITAO DA SILVA,RISP 01,18,1 - Masculino,PARDA,,
8/21/2022,Homicídio Doloso,PANCAS,ZONA RURAL,RUA NÃO CADASTRADA,RISP 04,36,2 - Feminino,PARDA,,
8/21/2022,Homicídio Doloso,CARIACICA,PARQUE GRAMADO,RUA MANOEL FREIRE CORREIA,RISP 01,42,1 - Masculino,PARDA,,
8/21/2022,Homicídio Doloso,BOM JESUS DO NORTE,CENTRO,RUA ADOLPHO PEREIRA DA SILVA,RISP 03,24,1 - Masculino,PARDA,,
8/22/2022,Homicídio Doloso,SAO GABRIEL DA PALHA,GUSTAVO BOONE,RUA ROTERE CLUB,RISP 04,35,1 - Masculino,PARDA,,
8/22/2022,Homicídio Doloso,LINHARES,AVISO,RUA NÃO CADASTRADA,RISP 02,17,1 - Masculino,PARDA,,
8/22/2022,Homicídio Doloso,LINHARES,AVISO,RUA NÃO CADASTRADA,RISP 02,,1 - Masculino,NEGRA,,
8/23/2022,Homicídio Doloso,SERRA,MARIA NIOBE,RUA CAMBURI,RISP 01,35,1 - Masculino,PARDA,,
8/23/2022,Homicídio Doloso,GUARAPARI,SAO JOSE,RUA AMAZONAS,RISP 01,34,1 - Masculino,PARDA,,
8/23/2022,Homicídio Doloso,COLATINA,SAO MARCOS,RUA ALEGRE,RISP 04,19,1 - Masculino,PARDA,,
8/24/2022,Homicídio Doloso,VILA VELHA,PONTAL DAS GARCAS,AV GAIVOTAS,RISP 01,17,1 - Masculino,NEGRA,,
8/24/2022,Homicídio Doloso,SERRA,NOVA CARAPINA II,RUA PATOS DE MINAS,RISP 01,25,1 - Masculino,PARDA,,
8/25/2022,Homicídio Doloso,CARIACICA,NOVA ROSA DA PENHA,RUA 124,RISP 01,23,1 - Masculino,BRANCA,,
8/25/2022,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,VILAGE DA LUZ,RUA LAURO LEMOS,RISP 03,20,1 - Masculino,PARDA,,
8/26/2022,Homicídio Doloso,SERRA,PALMEIRA,RUA 16,RISP 01,18,1 - Masculino,BRANCA,,
8/26/2022,Homicídio Doloso,BARRA DE SAO FRANCISCO,CACHOEIRINHA DE ITAUNA,RUA LUZIA DE FARIAS,RISP 04,1,2 - Feminino,PARDA,,
8/27/2022,Homicídio Doloso,CARIACICA,NOVA ROSA DA PENHA,RUA 108,RISP 01,19,1 - Masculino,PARDA,,
8/27/2022,Homicídio Doloso,CARIACICA,NOVA ROSA DA PENHA,RUA 108,RISP 01,23,1 - Masculino,PARDA,,
8/27/2022,Homicídio Doloso,VITORIA,MARIO CYPRESTE,RUA MARIO CYPRESTE,RISP 01,53,1 - Masculino,PARDA,,
8/27/2022,Homicídio Doloso,SERRA,CAMPINHO DA SERRA I,RUA A,RISP 01,32,2 - Feminino,Não Informado,,
8/28/2022,Homicídio Doloso,CARIACICA,APARECIDA,RUA SANTO AGOSTINHO,RISP 01,15,1 - Masculino,PARDA,,
8/28/2022,Homicídio Doloso,IRUPI,ZONA RURAL,RUA NÃO CADASTRADA,RISP 05,47,1 - Masculino,PARDA,,
8/28/2022,Homicídio Doloso,DOMINGOS MARTINS,CENTRO,RUA NÃO CADASTRADA,RISP 05,37,2 - Feminino,NEGRA,,
8/30/2022,Homicídio Doloso,RIO BANANAL,ZONA RURAL,RUA NÃO CADASTRADA,RISP 02,22,1 - Masculino,PARDA,,
8/31/2022,Homicídio Doloso,CARIACICA,VILA PRUDENCIO,RUA FURNAS,RISP 01,18,1 - Masculino,PARDA,,
8/31/2022,Homicídio Doloso,LINHARES,AVISO,AV GUANABARA,RISP 02,21,1 - Masculino,PARDA,,
8/31/2022,Homicídio Doloso,VITORIA,FORTE SAO JOAO,RUA NÃO INFORMADA,RISP 01,33,1 - Masculino,NEGRA,,
8/31/2022,Homicídio Doloso,CARIACICA,PORTO NOVO ,RUA DA VITORIA,RISP 01,29,1 - Masculino,PARDA,,
8/31/2022,Homicídio Doloso,CARIACICA,PORTO NOVO ,RUA DA VITORIA,RISP 01,20,1 - Masculino,BRANCA,,
8/31/2022,Homicídio Doloso,CASTELO,CENTRO,AV NOSSA SENHORA DA PENHA,RISP 03,20,1 - Masculino,PARDA,,
9/1/2022,Homicídio Doloso,SAO MATEUS,GURIRI,RUA 15,RISP 02,23,1 - Masculino,PARDA,,
9/1/2022,Homicídio Doloso,VILA VELHA,MORADA DA BARRA,RUA DUQUE DE CAXIAS,RISP 01,24,1 - Masculino,BRANCA,,
9/1/2022,Homicídio Doloso,VILA VELHA,MORADA DA BARRA,RUA DUQUE DE CAXIAS,RISP 01,15,1 - Masculino,PARDA,,
9/2/2022,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,CORREGO DOS MONOS,RUA NÃO CADASTRADA,RISP 03,37,1 - Masculino,PARDA,,
9/2/2022,Homicídio Doloso,SERRA,BAIRRO DAS LARANJEIRAS,AV GUAIANAZES,RISP 01,31,1 - Masculino,PARDA,,
9/3/2022,Homicídio Doloso,COLATINA,MARISTA,RUA BENJAMIN COSTA,RISP 04,29,1 - Masculino,NEGRA,,
9/3/2022,Homicídio Doloso,ITAPEMIRIM,CAMPO ACIMA,RUA NÃO CADASTRADA,RISP 03,23,1 - Masculino,PARDA,,
9/4/2022,Homicídio Doloso,JAGUARE,PALMITO,RUA SETE DE SETEMBRO,RISP 02,27,1 - Masculino,PARDA,,
9/5/2022,Homicídio Doloso,SAO GABRIEL DA PALHA,ASA BRANCA,RUA ROSALINO DE ARAUJO PINTO,RISP 04,21,2 - Feminino,BRANCA,,
9/5/2022,Homicídio Doloso,SANTA TERESA,ZONA RURAL,RUA NÃO CADASTRADA,RISP 05,37,2 - Feminino,BRANCA,,
9/6/2022,Homicídio Doloso,LINHARES,ZONA RURAL,RUA NÃO CADASTRADA,RISP 02,48,1 - Masculino,BRANCA,,
9/7/2022,Homicídio Doloso,SAO MATEUS,GURIRI,ESTRADA DE BARRA NOVA,RISP 02,41,1 - Masculino,BRANCA,,
9/7/2022,Homicídio Doloso,SERRA,JARDIM BELA VISTA,RUA VINTE E UM,RISP 01,55,1 - Masculino,BRANCA,,
9/8/2022,Homicídio Doloso,VIANA,VILA BETHANIA,RUA ALAGOAS,RISP 01,69,1 - Masculino,PARDA,,
9/9/2022,Homicídio Doloso,VILA VELHA,COQUEIRAL DE ITAPARICA,RUA TREZE,RISP 01,26,1 - Masculino,PARDA,,
9/9/2022,Homicídio Doloso,VILA VELHA,JABURUNA,RUA JABUTICABEIRA,RISP 01,26,1 - Masculino,PARDA,,
9/10/2022,Homicídio Doloso,SAO ROQUE DO CANAA,SAO BENTO,RUA NÃO CADASTRADA,RISP 05,29,1 - Masculino,PARDA,,
9/10/2022,Homicídio Doloso,SERRA,CIDADE NOVA DA SERRA,RUA CUIABA,RISP 01,26,1 - Masculino,PARDA,,
9/10/2022,Homicídio Doloso,LINHARES,BEBEDOURO,RUA ANTONIO JOVITA FERREIRA,RISP 02,37,1 - Masculino,PARDA,,
9/10/2022,Homicídio Doloso,SOORETAMA,SAYONARA,AV VISTA ALEGRE,RISP 02,21,1 - Masculino,PARDA,,
9/10/2022,Homicídio Doloso,BREJETUBA,CENTRO,AV JOSE BASILIO FERREIRA,RISP 05,21,1 - Masculino,BRANCA,,
9/11/2022,Homicídio Doloso,JAGUARE,BARRA SECA,RUA NÃO CADASTRADA,RISP 02,17,1 - Masculino,PARDA,,
9/11/2022,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,SANTA HELENA,RUA SANTA TEREZINHA,RISP 03,23,1 - Masculino,PARDA,,
9/11/2022,Homicídio Doloso,PINHEIROS,SAO JOAO DO SOBRADO,RUA NÃO CADASTRADA,RISP 04,49,1 - Masculino,PARDA,,
9/11/2022,Homicídio Doloso,CARIACICA,NOVA ROSA DA PENHA,RUA 95,RISP 01,23,1 - Masculino,PARDA,,
9/11/2022,Homicídio Doloso,MARATAIZES,BELO HORIZONTE,RUA NACIBE ANTONIO MARVILA,RISP 03,56,1 - Masculino,BRANCA,,
9/12/2022,Homicídio Doloso,VIANA,PRIMAVERA,RUA DELICI BARBOSA,RISP 01,27,1 - Masculino,PARDA,,
9/12/2022,Homicídio Doloso,VITORIA,SANTO ANTONIO ,RUA NÃO CADASTRADA,RISP 01,22,1 - Masculino,NEGRA,,
9/13/2022,Homicídio Doloso,PIUMA,ZONA RURAL,RUA NÃO CADASTRADA,RISP 03,20,1 - Masculino,NEGRA,,
9/13/2022,Homicídio Doloso,SAO GABRIEL DA PALHA,CORREGO BLEY,RUA FORTALEZA,RISP 04,42,1 - Masculino,BRANCA,,
9/14/2022,Homicídio Doloso,LINHARES,ARACA,AV PREF SAMUEL BATISTA CRUZ,RISP 02,19,1 - Masculino,NEGRA,,
9/14/2022,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,NOVO PARQUE,RUA MARIA TEREZA FLORINDA,RISP 03,42,1 - Masculino,PARDA,,
9/15/2022,Homicídio Doloso,VILA VELHA,ILHA DAS FLORES,RUA FLORIANO PEREIRA PASSOS,RISP 01,34,1 - Masculino,PARDA,,
9/15/2022,Homicídio Doloso,SAO MATEUS,VITORIA,RUA SOL,RISP 02,26,1 - Masculino,PARDA,,
9/15/2022,Homicídio Doloso,VILA VELHA,BARRA DO JUCU,RUA ANDORINHAS,RISP 01,20,2 - Feminino,BRANCA,,
9/15/2022,Homicídio Doloso,GUARAPARI,SETIBA,RUA TRES DE FEVEREIRO,RISP 01,52,2 - Feminino,PARDA,,
9/15/2022,Homicídio Doloso,SAO GABRIEL DA PALHA,GUSTAVO BOONE,RUA MAXIMILIANO DA SILVA COSTA,RISP 04,21,1 - Masculino,PARDA,,
9/18/2022,Homicídio Doloso,CARIACICA,SANTA LUZIA,ROD GOV JOSE SETE,RISP 01,40,1 - Masculino,PARDA,,
9/18/2022,Homicídio Doloso,SOORETAMA,SANTA LUZIA,RUA PRINCIPAL,RISP 02,43,1 - Masculino,PARDA,,
9/18/2022,Homicídio Doloso,IUNA,PERDIGAO,RUA NÃO CADASTRADA,RISP 05,35,2 - Feminino,PARDA,,
9/18/2022,Homicídio Doloso,ITAPEMIRIM,BREJO GRANDE DO SUL,RUA NÃO CADASTRADA,RISP 03,23,1 - Masculino,PARDA,,
9/18/2022,Homicídio Doloso,LINHARES,INTERLAGOS,AV OURO PRETO,RISP 02,25,1 - Masculino,NEGRA,,
9/18/2022,Homicídio Doloso,CARIACICA,NOVA CAMPO GRANDE,RUA DO CAMPO,RISP 01,31,1 - Masculino,PARDA,,
9/19/2022,Homicídio Doloso,SERRA,BALNEARIO DE CARAPEBUS,RUA BICUIBA,RISP 01,19,1 - Masculino,PARDA,,
9/20/2022,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,MONTE AGHA,RUA NÃO CADASTRADA,RISP 03,39,1 - Masculino,BRANCA,,
9/21/2022,Homicídio Doloso,SAO DOMINGOS DO NORTE,CAIXA D'AGUA,RUA SIDNEI FORTUNA,RISP 04,44,2 - Feminino,BRANCA,,
9/21/2022,Homicídio Doloso,SERRA,NOVO PORTO DOURADO II,RUA GUATEMALA,RISP 01,23,1 - Masculino,PARDA,,
9/22/2022,Homicídio Doloso,CARIACICA,NOVA ROSA DA PENHA,RUA SETENTA E TRES,RISP 01,29,1 - Masculino,PARDA,,
9/22/2022,Homicídio Doloso,SERRA,VILA NOVA DE COLARES,RUA ITAMONTE,RISP 01,31,1 - Masculino,PARDA,,
9/22/2022,Homicídio Doloso,SAO GABRIEL DA PALHA,SANTA HELENA,RUA ADOLFO BOZETTI,RISP 04,21,1 - Masculino,PARDA,,
9/23/2022,Homicídio Doloso,VITORIA,ILHA DAS CAIEIRAS,ESC ODORICO SEPULCRO,RISP 01,45,2 - Feminino,PARDA,,
9/24/2022,Homicídio Doloso,PINHEIROS,CENTRO,AV AGENOR LUIZ HERINGER,RISP 04,27,1 - Masculino,PARDA,,
9/25/2022,Homicídio Doloso,IBATIBA,SANTA CLARA,RUA PRINCIPAL,RISP 05,,1 - Masculino,Não Informado,,
9/25/2022,Homicídio Doloso,CARIACICA,JARDIM CAMPO  GRANDE,RUA DAS CAMELIAS,RISP 01,,1 - Masculino,Não Informado,,
9/25/2022,Homicídio Doloso,VIANA,ARACATIBA,RUA FRANCISCO PALASSI,RISP 01,30,1 - Masculino,PARDA,,
9/25/2022,Homicídio Doloso,BARRA DE SAO FRANCISCO,CACHOEIRINHA DE ITAUNA,RUA NÃO CADASTRADA,RISP 04,65,1 - Masculino,BRANCA,,
9/26/2022,Homicídio Doloso,SAO MATEUS,LITORANEO,RUA NÃO CADASTRADA,RISP 02,24,1 - Masculino,PARDA,,
9/26/2022,Homicídio Doloso,CARIACICA,MUCURI,RUA BELEM,RISP 01,42,1 - Masculino,PARDA,,
9/26/2022,Homicídio Doloso,SERRA,JARDIM LIMOEIRO,ROD NORTE SUL,RISP 01,23,1 - Masculino,NEGRA,,
9/27/2022,Homicídio Doloso,CONCEICAO DA BARRA,ITAUNAS,RUA NÃO CADASTRADA,RISP 02,20,1 - Masculino,PARDA,,
9/28/2022,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,ZUMBI,RUA MARIA DOLORES SANTANA,RISP 03,45,1 - Masculino,NEGRA,,
9/28/2022,Homicídio Doloso,VILA VELHA,IBES,RUA MARMELEIRO,RISP 01,23,1 - Masculino,PARDA,,
9/28/2022,Homicídio Doloso,VILA VELHA,IBES,RUA MARMELEIRO,RISP 01,18,1 - Masculino,BRANCA,,
9/28/2022,Homicídio Doloso,SAO GABRIEL DA PALHA,SANTA CECILIA,RUA NÃO CADASTRADA,RISP 04,20,1 - Masculino,PARDA,,
9/30/2022,Homicídio Doloso,VILA VELHA,COBI DE BAIXO,AV BRASIL,RISP 01,40,1 - Masculino,PARDA,,
9/30/2022,Homicídio Doloso,NOVA VENECIA,AEROPORTO,AV VIRGILIO ALTOE,RISP 04,34,1 - Masculino,PARDA,,
10/2/2022,Homicídio Doloso,VILA VELHA,VILA GUARANHUS,RUA AFONSO SCHWAB,RISP 01,55,1 - Masculino,PARDA,,
10/2/2022,Homicídio Doloso,SAO MATEUS,NOVA AIMORES,ROD ES 381,RISP 02,46,1 - Masculino,PARDA,,
10/2/2022,Homicídio Doloso,CARIACICA,ITANGUA,RUA MANOEL LEMOS DA LUZ,RISP 01,20,1 - Masculino,PARDA,,
10/2/2022,Homicídio Doloso,PEDRO CANARIO,BOA VISTA,RUA VILA VELHA,RISP 02,,1 - Masculino,BRANCA,,
10/3/2022,Homicídio Doloso,SERRA,BAIRRO DAS LARANJEIRAS,RUA NOVE,RISP 01,31,1 - Masculino,NEGRA,,
10/3/2022,Homicídio Doloso,JOAO NEIVA,CRISTAL,RUA NÃO CADASTRADA,RISP 02,23,1 - Masculino,PARDA,,
